location_id,junction_id,simulation_time,vehicle_count,traffic_flow,arrival_rate,departure_rate,traffic_event_type,remaining_green_time,current_signal_phase,downstream_occupancy,downstream_queue_length,average_speed,waiting_time,travel_time,queue_length
location_1,K1,0,32,2.6917006957475786,1.0398281404548537,0.47317375603935896,2,20.00367011560471,3,0.1251893260259226,3.8029690038750363,59.64372149477551,44.60931573146302,131.5028506079829,5.0
location_1,K1,1,18,6.684980495265863,2.0428116516566766,3.4468064373931995,4,28.9889127927895,0,0.6257648704634725,12.904799807791086,27.74632633225256,75.96144258836758,134.46393378435218,2.0831160985396044
location_1,K1,2,28,3.045042568562878,0.07263910407033225,3.245996628318654,1,9.271796303687568,0,0.7654908105186318,13.446788586617956,56.469529672431754,69.0350322630357,111.90986072719735,0.0
location_1,K1,3,13,23.649051756078638,1.9097318523617968,5.239063203090439,1,25.274331327069085,0,0.39172059380577806,5.528011078374899,55.421473546038555,87.42039935805236,101.10500779869443,0.0
location_1,K1,4,8,47.79490275664869,6.603438239842394,7.591104590304497,4,14.129168444445641,2,0.5368189262427812,0.4691105606471968,17.497914162203433,43.44849531865147,76.40378763094017,3.1737520180080203
location_1,K1,5,4,20.57042359196532,2.9164772374557013,5.1340450281217045,1,15.823305637199741,2,0.758063978354994,18.640120032885086,38.20172440565306,90.00455701138151,154.79054814637928,1.5372368863697008
location_1,K1,6,42,6.626915956533463,0.4150262070858157,2.3452421234614618,1,4.848123042637711,3,0.05118818011705317,4.649072068266291,44.06913063862498,7.928095548398262,41.470144421662816,0.0
location_1,K1,7,32,49.94274186187383,0.12492237924331295,2.085276820029706,4,23.679909788175145,1,0.23682702366773567,10.92897542488428,52.616603874940154,31.379771710029093,140.28455682397373,0.0
location_1,K1,8,42,47.43584997183341,3.0412765525632226,6.543001019103123,3,29.596133240085667,2,0.44152744323765525,15.97787706097063,18.170982275346034,78.5935820456824,49.731687876330575,0.0
location_1,K1,9,25,36.28520523182484,2.4034285968713243,1.0777282854360704,0,26.804302602682878,1,0.5411693917376943,7.244809969423187,36.69286529478807,78.57493974861065,164.1067809146951,1.957054188869181
location_1,K1,10,38,24.38926908799239,3.8819639322676593,6.945055891758002,3,8.787228377068327,1,0.9657423441828165,7.764099704738925,46.81827775977336,80.9989398040178,124.20634496465792,4.722856533523612
location_1,K1,11,1,24.569147300252624,3.598391593767327,8.794038936670676,2,25.293659021809113,0,0.15400389005191972,10.107315695328648,19.100485893910083,28.85230604901684,33.92651965649331,3.9032224845009758
location_1,K1,12,12,22.735242487691227,1.2619249382514608,5.320801846453614,4,10.796951453762956,2,0.17342115293331073,18.2962588191508,28.52140803400179,2.528066112043925,83.99051417079626,4.654650448902919
location_1,K1,13,44,5.600233294207923,3.3740637287993724,5.405448864929129,2,5.31505921164682,0,0.7965965522011638,13.79793883950466,2.851025112682939,3.1934435523372495,89.86261732824315,4.724574406038322
location_1,K1,14,1,31.211339894520872,7.70179776243343,9.24500794219179,1,11.913308205757373,0,0.7889400580271873,5.036357784415653,58.973671091815206,56.14678745923475,54.37188531459884,4.335549933703282
location_1,K1,15,49,35.01036319978114,0.6637331404869284,2.7207083262969434,4,2.6888983073047354,2,0.09695807609048779,2.41015007923278,24.220896375799718,0.3524075779978264,4.994065737242259,0.0
location_1,K1,16,49,38.270103138443,2.207196687774875,8.893977289762242,4,0.24369141275851658,2,0.2667297518732038,1.3714225694357562,1.1838488744600606,78.14715956653137,43.90287183265027,1.5084552372596747
location_1,K1,17,4,15.343783204579386,2.185412213906223,1.6627715989860148,2,25.18232799863917,0,0.9858715869132977,7.295515250078049,43.15235949126756,50.8857700715169,130.9628266198902,3.7412524311018354
location_1,K1,18,37,31.83473257312534,0.7825570760731648,3.789830413110945,1,19.736838971994548,1,0.5538866844552487,2.9243897566428245,7.470396757810576,0.8479091689599261,73.09861218788755,1.3395301083759104
location_1,K1,19,25,0.33386131809304276,8.469187966157506,2.756058927015536,1,17.68617328114002,0,0.9550236969286748,8.248675765933342,50.693650671766534,98.35185446874034,188.35581527366034,4.352985893654206
location_1,K1,20,2,44.29628701902927,8.428577432441616,8.852667083553886,4,5.5763485609878884,2,0.894106381641899,11.643966113685417,26.440982476736757,83.71863011165141,113.30637606975817,3.8027652727048613
location_1,K1,21,45,23.044276836919725,5.587350109539651,0.1087947120886179,4,12.652687814637124,3,0.28690942111126694,4.705152093965761,51.78067785238218,48.1463663350175,140.65150193095306,3.8707738656495176
location_1,K1,22,33,16.296563006220456,5.105466367632929,0.8768196182355836,4,22.135547749403997,0,0.898685133602342,13.72736487165244,57.5139666452672,91.04956189625175,175.7322240194504,3.0251383389723703
location_1,K1,23,46,6.483181552828254,0.0065603372800060455,1.4401456848397909,2,13.625767416446458,1,0.7017817309760439,12.93919622814989,4.140597015536538,37.955868397917925,181.6667315533692,4.225425513838206
location_1,K1,24,20,44.37309242825125,2.574888405771426,5.394171628836234,0,20.99228349385488,3,0.7731310281464184,6.480572727028047,14.329797069164512,78.37604758050784,38.59411157354123,3.7787195355505903
location_1,K1,25,8,3.1902042657939056,8.866602429729184,5.802441956438655,1,23.8448493899983,3,0.44306433261891,8.995639596559602,1.2580062226710864,31.647638672871736,93.93250194133735,5.029557694847196
location_1,K1,26,37,24.315589471535436,6.704450202377867,0.9835472382075072,4,25.185551159161374,3,0.5462632272886371,10.998390485156078,46.25689432082938,14.664138405486204,65.93139597082885,3.254215897665895
location_1,K1,27,35,8.069644794602532,3.2862557206885645,2.867196258302412,0,22.72037757794967,2,0.5472262325117234,0.050724542926605665,46.24300631720513,90.03024475226164,50.55577285706989,5.304337094727611
location_1,K1,28,3,31.90026460903354,0.8597668306396988,9.080170745405011,0,23.79146236994395,0,0.01894917372048488,18.613650729810182,53.85400539148175,96.24411575588138,15.764585960123355,0.22979930309890517
location_1,K1,29,3,28.33115615924405,9.44564050928615,0.10389553165235488,3,17.294667186764105,0,0.025458097763114584,12.668778616357361,33.61043961843406,12.775927092939298,199.65893925814171,1.8762367489664635
location_1,K1,30,15,43.04553019478698,5.367622869111612,8.375067420392998,2,10.573330334784611,3,0.14567542456781513,14.550162987912783,4.011640492200348,71.31517980840856,13.929050969393897,0.0
location_1,K1,31,36,31.176292197755913,8.044376526264665,6.121381222058736,2,7.087370554864162,3,0.5878518984565971,12.845043024999507,17.73007031780559,62.6973744352598,173.0573754640418,0.0
location_1,K1,32,46,17.74443007889503,9.476785007972707,2.8238925163972217,1,10.272738703317676,1,0.3785122022862024,17.47226014987213,37.18178651927352,67.82125115007157,91.4533336924169,3.5755822639767203
location_1,K1,33,14,28.870169622335595,5.005424108401408,8.844655734775976,0,21.492581627210495,3,0.5308626974392378,14.64916313667766,57.56078373935526,65.78224633835791,170.00965723277815,3.8743659067507776
location_1,K1,34,10,37.94176547955228,9.821143491703314,5.835545488053166,1,16.849420641176614,0,0.07872360668151168,9.51866714622047,26.183297431994102,86.23541774685988,193.75726356223288,5.268589898676725
location_1,K1,35,27,49.58952183087535,8.815846485571301,2.668071314004524,0,0.5753146675868837,2,0.3770439370208023,17.773953032779055,54.96315951193492,12.188949088717017,28.66309176753308,8.155603558998259
location_1,K1,36,32,10.08346281716468,6.713559654668493,3.3307810384881185,4,20.181444339910655,2,0.1965925901903054,5.286739853046529,34.938826610598724,59.19587529961211,146.94974996064116,6.343942651380841
location_1,K1,37,34,37.70495688389553,2.063911464793753,4.79741375610947,1,11.037423133352766,1,0.7597988896787502,13.878897424552349,47.93470226345501,93.78961643597647,177.77359155111174,7.608459564243326
location_1,K1,38,38,30.635662537064988,1.8765800492295737,6.6871869406549935,2,29.087360213848328,0,0.1430524421125804,4.497092551457602,3.556114413730318,58.89348568594649,15.226430359721244,6.278711976065834
location_1,K1,39,36,23.759673202313564,2.5063825270063997,8.31518462610435,0,4.08381909740351,1,0.739858391904799,0.18202033267322948,29.55575705249175,11.888670064723584,33.59082589055602,7.870323250418236
location_1,K1,40,27,35.4449607047841,6.7924965089953036,5.169184411399473,0,15.788933149828521,2,0.8874988942129712,8.51518784541299,26.333654552983997,67.84721861138236,177.67877250196457,4.5366551792088545
location_1,K1,41,39,27.19990515759132,1.2240401048865956,9.520984997032404,2,8.350669288807373,1,0.2667479510581836,5.531271710935648,17.983700157937033,42.38631944913303,98.27700045373291,3.591028577369796
location_1,K1,42,27,42.65349030930622,1.5966305092308175,6.951248505479409,1,0.07892001043726116,0,0.11753796251998272,9.625668787695268,48.984577560376216,71.8184370936021,41.42783000895203,2.8894867314634602
location_1,K1,43,47,3.115667290351759,0.5813060501489908,2.316765181302033,3,27.48372665068278,0,0.5803187297001576,0.35110796268677635,0.8844614010538532,65.0957010487333,155.3717456729036,5.383898673211435
location_1,K1,44,23,26.880714821603746,9.418834886956645,4.59180873077705,0,10.057092694533548,1,0.6383920278858828,18.853982132865216,47.53903884351415,46.84174818677028,181.7761195378078,5.4632999886630245
location_1,K1,45,43,38.04548641753039,7.755343600472946,3.7659474600821707,1,10.419784975464578,1,0.34169628033055754,2.083015637773875,30.48641750899595,4.031971282691127,32.159364381280106,5.698752631950672
location_1,K1,46,14,49.236393533259594,3.084589918547275,7.086459497230977,4,14.936439270118754,3,0.30566194190549223,5.973956903674635,44.83736093921521,87.97745721007132,98.54295076648071,6.4074124648726265
location_1,K1,47,46,39.8448784639684,5.857604685939362,8.712095485621896,4,14.223802600704063,0,0.5488869663286656,10.156495098986387,4.390907745053814,41.08695159744803,5.2378461754865935,7.276657345644633
location_1,K1,48,38,12.293515515592857,1.4912670739655631,7.0704971024183125,1,25.18268109578803,2,0.13921378186530908,18.23555010425403,52.54709336212594,81.57541438521558,114.2305404016238,5.029797240529336
location_1,K1,49,15,29.109031319157758,4.526569623357528,4.745578908133565,3,0.510819540489279,2,0.24025518851763927,7.322591646093917,22.931008397715637,78.67023287867517,62.40566286486469,1.9142320704090012
location_1,K1,50,31,10.268087921335095,2.6012389890260157,8.042008177055,3,29.141179787111103,1,0.1416661472026417,10.288762297245936,33.983420638056124,65.31047402573415,141.11100396333424,2.4450807377561325
location_1,K1,51,30,25.55117621190741,2.0960807562876815,1.2318281361488748,3,4.906181467075179,3,0.04413780818978985,9.242864725585097,30.82915034259313,48.92029663046038,28.39681664219771,2.6709216802552245
location_1,K1,52,37,43.86364026336535,9.102063212097553,9.676085021263027,2,29.576513993746328,1,0.9415149861917714,16.78047804874884,17.725114066708286,13.323043071569051,10.245572977781947,2.4450750495462357
location_1,K1,53,29,17.892154104089848,0.5083838533480045,7.469746228392299,1,23.050618073792545,1,0.9767348242657754,3.85973248748692,41.908845025644744,9.168253523325198,10.295939502541152,2.8811159150218053
location_1,K1,54,40,7.795989212468207,2.152580042223189,2.772498720660735,4,7.402151625203364,0,0.7520210014605904,8.11565468402193,21.724600364552153,70.88214921889838,125.12997365582189,0.7249312377048054
location_1,K1,55,24,35.14725565909257,8.621778234143488,4.716486751971126,1,1.7584123922049477,2,0.41938381517386525,9.307934649688951,11.519581054840666,83.39204285560079,109.98101467682886,3.9576111828735234
location_1,K1,56,16,47.188157744265055,9.255769602066435,0.3045725836886004,2,9.015354524475644,0,0.7195961775625388,7.036091832090681,2.2452401048302773,89.41424522623187,145.85443413066787,7.278063772627364
location_1,K1,57,6,21.077519388674066,7.494730754615375,2.4875230019221837,3,15.957241689537954,3,0.04489142321743722,9.775556541769445,11.610358190847936,6.026932943057672,157.11089551090276,7.1573592637775505
location_1,K1,58,0,24.179933374731966,6.655875380935471,8.107244487516788,4,5.186511981790252,1,0.5820286900451822,11.588512537196841,57.254337792625826,87.74815696436814,109.83029065828237,5.225325281432428
location_1,K1,59,9,10.913264625387626,5.307346280288277,7.969428169560926,0,4.497767736181576,2,0.803977396370779,4.99016336320784,11.701235512573527,11.900499813772146,87.25429119443871,3.865914677106703
location_1,K2,0,2,6.48936155010214,5.492701560723825,6.157404304327131,2,2.938853220757922,2,0.5703512941711845,17.352208991681483,57.40757237495337,67.91325590731958,3.305230046893115,5.0
location_1,K2,1,24,12.441572425525283,2.915046206677129,6.85368027887296,3,27.624418321973607,2,0.5538458407345603,18.62509259323226,55.26733139392139,0.6593067302652633,116.20620699048555,6.597373799965712
location_1,K2,2,39,21.510089761114166,3.2133263025854255,5.885813210129742,4,8.231302003949704,0,0.2819682204762064,0.6190374327877257,52.45604295522399,86.35499069426699,31.52041954575855,4.635586183389179
